modello,temperatura,sample_id,copertura,C_lag1,ampiezza,rumore,max_fft,gapelmaper,fase
Qwen2.5-1.5B,1.0,5,0.47030878859857483,0.03709341585636139,0.03858662396669388,0.003966955468058586,0.07167471405893622,1.326848364410517,non valutabile
Qwen2.5-1.5B,1.0,3,0.4656852581380883,0.04505152255296707,0.04505152255296707,0.004942262079566717,0.10510723326571184,1.2119055811321173,non valutabile
Qwen2.5-1.5B,1.2,1,0.2922542012748696,0.009351003915071487,0.009351003915071487,0.002515427302569151,0.09937625040950403,0.6824628600481377,non valutabile
Qwen2.5-1.5B,1.0,2,0.3857185097575399,0.02746114321053028,0.02746114321053028,0.002822892041876912,0.1038300885553398,0.9189590020402045,non valutabile
Qwen2.5-1.5B,1.2,2,0.2897831679529585,0.004776033107191324,0.004776033107191324,0.001950377831235528,0.05035027000154123,0.6889286709512726,non valutabile
Qwen2.5-1.5B,1.2,3,0.2458695652173913,0.006856400519609451,0.006856400519609451,0.0015051328809931874,0.0651105774009249,0.8981834763566081,non valutabile
Qwen2.5-1.5B,1.2,4,0.3274014890139822,0.009075826033949852,0.009075826033949852,0.0021688209380954504,0.030789860926201923,1.3837749552493936,non valutabile
Qwen2.5-1.5B,1.3,1,0.23498988081852934,0.0019081378122791648,0.0019081378122791648,0.0018802480772137642,0.01476377287897229,1.0338883411480586,non valutabile
Qwen2.5-1.5B,1.3,3,0.27875384894040933,0.0034323385916650295,0.0034323385916650295,0.002581324428319931,0.017152703180709602,0.9456215846221511,non valutabile
Qwen2.5-1.5B,1.3,2,0.2986921173559562,0.00369655666872859,0.00369655666872859,0.0017431529704481363,0.03389152454041068,0.8098764592843054,non valutabile
Qwen2.5-1.5B,1.2,5,0.260543580131209,0.005201770458370447,0.005201770458370447,0.0019747300539165735,0.025184661080002033,0.8868046015472355,non valutabile
Qwen2.5-1.5B,1.3,4,0.3172052401746725,0.0007989982259459794,0.0022774282842874527,0.002640597289428115,0.015136990377983753,0.9972850821116797,non valutabile
Qwen2.5-1.5B,1.3,5,0.27682403433476394,0.0007060554926283658,0.00278649665415287,0.0023363286163657904,0.01918073541649864,0.7198019021177724,non valutabile
Qwen2.5-1.5B,1.4,1,0.33061578490893323,0.0014649396762251854,0.002085385611280799,0.002330821007490158,0.02236603533955621,1.0235037174002786,non valutabile
Qwen2.5-1.5B,1.4,3,0.2842512077294686,0.002712503308430314,0.002770124701783061,0.0019888784736394882,0.016233139312361825,0.9950279320915865,non valutabile
Qwen2.5-1.5B,1.4,2,0.3064953862855075,0.0018533762777224183,0.0023333714343607426,0.0016953848535194993,0.018339774535678904,0.9237563269830412,non valutabile
Qwen2.5-1.5B,1.4,4,0.2934245534017484,0.003338045673444867,0.003338045673444867,0.0020032792817801237,0.016240526778689056,0.9501940495731563,non valutabile
Qwen2.5-1.5B,1.4,5,0.32174355495251017,0.0028254459612071514,0.0028254459612071514,0.0018433965742588043,0.015842367789547437,0.9792283557458615,non valutabile
Qwen2.5-1.5B,1.5,1,0.3137685134393856,0.0031025272328406572,0.0031025272328406572,0.0015643412480130792,0.015593707950653155,1.010607019486486,non valutabile
