sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A1_sd,gamma_A2,gamma_A2_sd,cv_tau_A2,quota_burstiness,tipo,wordset,label,gruppo,modello,temperature,sample_id,degenerato,params_B,deg_ripetizione,deg_alfabeto,deg_lessico,kgram_unique,lat_frac,voc_ref,n_continuations,file
r,lettere,2278,0.04556,50000,0.9658894749146547,0.009086399592379064,1.0301314439086104,True,21.953008344312693,19.82336290845652,0.9029907244394642,-0.05097727188823289,0.9823667657121001,0.036604749848924235,0.9717612455267209,0.029304659298006384,0.9029907244394643,,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
d,lettere,1706,0.03412,50000,0.880372672737343,0.007321441553949269,0.9224410644614425,True,29.29032258064516,26.437201816014294,0.9025916919564352,-0.0511976944161886,1.045587740680673,0.04682207301227383,0.9936943120524199,0.045169221377393105,0.9025916919564351,,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
l,lettere,1619,0.03238,50000,1.1954485612379884,0.00290630514225991,1.1817909087876561,True,30.868355995055623,32.75205252885353,1.0610235457340078,0.029608369036014572,0.9103241802426366,0.09482186417170466,1.0331541467196075,0.01587149111126322,1.0610235457340078,0.16963106051846175,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
u,lettere,1008,0.02016,50000,1.0084739967359515,0.014301435854793406,1.0765583352062382,True,49.61866931479643,46.215692439375786,0.9314174095675342,-0.03550894285861397,0.8749536326079347,0.07307761519297816,0.9865682845864301,0.040635758208205204,0.9314174095675342,,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
m,lettere,939,0.01878,50000,1.1095455913419054,0.015534363471619576,1.0129858952338353,True,53.227078891257996,53.019303709539194,0.9960964383910061,-0.0019555977025540877,1.0010510002711464,0.15892489053832085,1.0559659355778126,0.04535823784335317,0.9960964383910061,0.5108917199884013,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
w,lettere,887,0.01774,50000,1.1076692090392612,0.011602279805366026,1.0207837301880485,True,56.35891647855531,53.56826643633473,0.950484320554984,-0.025386350929971598,0.9479797803975435,0.03902563901194723,0.9691913522556566,0.08596766973000351,0.9504843205549841,-0.2861416742934293,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
c,lettere,941,0.01882,50000,1.0561482087540635,0.0043214739142865945,1.0734635331283768,True,53.001063829787235,46.90623505511793,0.885005538865355,-0.0610048399135547,0.9567877855043809,0.07550832472844331,0.9407448565359623,0.04692225021470424,0.885005538865355,-1.0553345294341097,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
f,lettere,689,0.01378,50000,1.046787561544154,0.00828565544219276,1.106458789401225,True,72.46220930232558,83.2129991510786,1.148364091465922,0.06905910038958384,0.9693152151312162,0.04026728782902236,1.0575325872789056,0.04498797800049897,1.148364091465922,1.2296556046121672,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
g,lettere,796,0.01592,50000,1.0068187759638227,0.009450020123852269,0.9583097356841679,True,62.78993710691824,60.64549837306932,0.9658474138905828,-0.017372958790238077,0.9308610878232316,0.06688619041214536,0.9534108463595189,0.10707663143050773,0.9658474138905828,,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
y,lettere,773,0.01546,50000,1.1518125041829141,0.004949799192669782,1.1782564602704948,True,64.67746113989638,67.82217811401729,1.0486215277887754,0.023733777630100414,0.901731794958621,0.09440741171763603,0.9545428182142656,0.006783842500838706,1.0486215277887754,-0.2994297606142146,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
p,lettere,890,0.0178,50000,1.1819976819692375,0.01983279834305413,1.0342172262332296,True,56.06299212598425,56.535650799361726,1.0084308499324353,0.004197729751422059,0.8957849378990784,0.022966636884962068,1.0416560059019673,0.0427221835333893,1.0084308499324353,0.2288820684485875,lettera,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
the,parole,455,0.0091,50000,1.2630608841465083,0.017711756863841542,1.1352846914845238,True,109.23568281938326,103.24870616316296,0.9451921157840015,-0.02817607771040569,1.0394235412590385,0.03546253218960268,0.9694894597891451,0.025313429619745566,0.9451921157840015,-0.11598280873207444,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
and,parole,299,0.00598,50000,1.1088222638071465,0.006259479760686606,1.0884232828579774,True,167.04697986577182,141.76992484365178,0.8486829570793135,-0.08185126732587415,1.0021735733602164,0.04832818027710795,0.9567221592444034,0.01100372333523263,0.8486829570793136,-0.3976928915234942,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
to,parole,298,0.00596,50000,1.0447061847949126,0.012280475979268313,1.1194576149362363,True,165.5151515151515,161.41923532581094,0.9752535272339365,-0.012528251399058303,0.9685489994962828,0.010604498961611251,0.9832308266689908,0.04824594041576,0.9752535272339365,-0.3750973921826921,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
of,parole,181,0.00362,50000,1.1539784240323787,0.003928980285281953,1.1391001025942156,True,269.5777777777778,276.24804568292876,1.0247433893110043,0.012220506283230416,0.9958861377561106,0.06200849729630008,1.0406285812784926,0.06726543162462095,1.0247433893110043,0.2638589239616399,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
he,parole,145,0.0029,50000,1.1717886384773144,0.010836190701255882,1.203811534053109,True,339.6666666666667,426.99706030661326,1.2571061638074972,0.1139096458687555,0.92196592812454,0.028534923340175985,1.0885091471794441,0.01809164740462028,1.2571061638074972,0.5152211925303327,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
in,parole,128,0.00256,50000,0.9003700311837856,0.00671359169684189,0.949561840485599,True,383.8582677165354,326.00245213824695,0.849278183006305,-0.0815030525849129,0.9308559198311825,0.027125977336140233,0.8231041769267958,0.009473574035142424,0.8492781830063049,,funzione,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
prince,parole,81,0.00162,50000,1.3000514991885335,0.027406216895488802,1.11925658288362,True,619.1,806.5658660038446,1.302803853987796,0.13149355011866365,0.9166798899238633,0.013192947815891866,1.180747880340467,0.027787330839257662,1.302803853987796,0.6023895258956743,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
pierre,parole,59,0.00118,50000,1.3087647979752801,0.018749608293295018,1.1778120011903064,True,724.6551724137931,1367.4211039394895,1.8869955752674372,0.30723828705046435,0.893798672964892,0.04715671834914086,1.3249675129699516,0.035322438552445885,1.8869955752674372,1.0524759140320417,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
andrew,parole,35,0.0007,50000,1.3219139526556634,0.008748266617050405,1.2691371215718887,True,887.4117647058823,1196.2838195123657,1.3480594545744542,0.14823281152288117,1.0157825528231983,0.04341689306661853,1.3005115231058044,0.022511571278611333,1.3480594545744544,0.933515060862391,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
natásha,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
rostóv,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
princess,parole,45,0.0009,50000,1.1200508636450859,0.007421564729800128,1.081402436086092,True,1095.9545454545455,1144.443156046083,1.0442432679280753,0.021642858568842318,0.9991629800654138,0.035631201046454626,1.0438032453713924,0.033321819659462085,1.044243267928075,0.36487238859764237,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
will,parole,29,0.00058,50000,1.109582523972008,0.008581607025579537,1.1248179426004237,True,1576.7857142857142,2284.517541369599,1.4488446468482168,0.18328833044836138,1.0710363720787826,0.02518617973404126,1.054484263465657,0.029414252223280302,1.4488446468482168,0.49719847189844424,keyword,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
all,parole,45,0.0009,50000,0.9765742172766868,0.011717328035363822,0.996100179792228,True,1105.7272727272727,1065.1552646649932,0.9633074004205315,-0.018689177034431338,0.9581952077782289,0.12305740409964712,0.9682272040772539,0.03229931909196329,0.9633074004205314,,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
an,parole,31,0.00062,50000,1.0417684745452103,0.002944943571533195,1.0350488444170256,True,1622.5666666666666,1929.731295987253,1.1893078636649257,0.08646927497351709,0.9062205111306293,0.07503281143630433,1.0302905374243914,0.021059887339102207,1.189307863664926,0.7252009500994544,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
them,parole,20,0.0004,50000,1.1287691638088466,0.014290465746049103,1.216896638374178,True,2245.4736842105262,2730.9656079941365,1.2162091353808502,0.09755809229786214,0.9845663284571593,0.0891712526296998,0.9848327128094677,0.02098690079098906,1.2162091353808502,-0.11778664038734926,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
could,parole,11,0.00022,50000,,,,False,,,,,,,,,,,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
about,parole,24,0.00048,50000,0.9910027351322213,0.014878209160694078,1.1042369922928357,True,1973.6521739130435,1965.0557153492819,0.995644390294609,-0.002182558038182329,0.952220957111323,0.03878001739062163,1.0546463452491197,0.02884313900922935,0.9956443902946089,,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
more,parole,15,0.0003,50000,0.9707485270503743,0.006435837104866476,0.9927171223948984,True,2309.0714285714284,1746.9458388101973,0.7565577301742433,-0.1385905317222954,0.9947605993152928,0.04866415151900368,0.9928506249626302,0.005986154484059108,0.7565577301742432,,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
himself,parole,14,0.00028,50000,,,,False,,,,,,,,,,,appaiata,riferimento,umano_0,umano,Guerra e pace,,0,False,,,,,,,,,
